user_id,mental_state,books_preferences,music_preferences,film_preferences
577,happy,"['Spirituality', 'Poetry', 'Science']","['metal', 'dance', 'indie']","['Comedy', 'Romance', 'Horror']"
577,sad,"['Science Fiction', 'Philosophy', 'Religion']","['metal', 'indie', 'blues']","['Romance', 'Western', 'Animation']"
577,stressed,"['Crime', 'Self Help', 'LGBT']","['metal', 'rock', 'alternative']","['Adventure', 'Western', 'Sci-Fi']"
577,relaxed,"['Nonfiction', 'Business', 'Memoir']","['metal', 'rock', 'indie']","['Children', 'Horror', 'Western']"
578,happy,"['Classics', 'Science', 'LGBT']","['dance', 'alternative', 'new-age']","['Children', 'Sci-Fi', 'Animation']"
578,sad,"['Horror', 'Religion', 'Biography']","['rock', 'dance', 'blues']","['Animation', 'Sci-Fi', 'Horror']"
578,stressed,"['Romance', 'Humor', 'Travel']","['new-age', 'alternative', 'dance']","['Animation', 'Western', 'Horror']"
578,relaxed,"['Music', 'Travel', 'Graphic Novels']","['electronic', 'pop', 'alternative']","['Western', 'Horror', 'Romance']"
579,happy,"['Religion', 'Graphic Novels', 'Sports']","['blues', 'world-music', 'alternative']","['Comedy', 'Sci-Fi', 'Fantasy']"
579,sad,"['Business', ""Children's"", 'Mystery']","['folk', 'dance', 'pop']","['Animation', 'Romance', 'Adventure']"
579,stressed,"['Romance', 'Mystery', 'Classics']","['metal', 'electronic', 'alternative']","['Adventure', 'Sci-Fi', 'Horror']"
579,relaxed,"['Poetry', 'Classics', 'Religion']","['world-music', 'electronic', 'indie']","['Western', 'Romance', 'Fantasy']"
580,happy,"['Crime', 'Romance', 'Comics']","['new-age', 'blues', 'electronic']","['Sci-Fi', 'Western', 'Children']"
580,sad,"['Horror', 'Crime', 'Graphic Novels']","['folk', 'alternative', 'world-music']","['Adventure', 'Comedy', 'Sci-Fi']"
580,stressed,"[""Children's"", 'Biography', 'Self Help']","['soul', 'rock', 'blues']","['Sci-Fi', 'Romance', 'Horror']"
580,relaxed,"['Nonfiction', 'Mystery', 'Fiction']","['metal', 'indie', 'electro']","['Romance', 'Children', 'Adventure']"
581,happy,"['Thriller', 'Mystery', 'Business']","['electronic', 'pop', 'soul']","['Sci-Fi', 'Western', 'Animation']"
581,sad,"['Travel', 'Spirituality', 'Thriller']","['pop', 'folk', 'dance']","['Children', 'Fantasy', 'Animation']"
581,stressed,"['Comics', 'Mystery', 'Sports']","['alternative', 'metal', 'world-music']","['Horror', 'Western', 'Sci-Fi']"
581,relaxed,"['Mystery', 'Young Adult', 'Spirituality']","['electronic', 'electro', 'indie']","['Romance', 'Sci-Fi', 'Fantasy']"
582,happy,"['Paranormal', 'Spirituality', 'Humor']","['electro', 'metal', 'pop']","['Adventure', 'Children', 'Horror']"
582,sad,"['Poetry', 'Comics', 'Travel']","['rock', 'world-music', 'blues']","['Romance', 'Sci-Fi', 'Fantasy']"
582,stressed,"['Young Adult', 'Thriller', 'Music']","['electronic', 'folk', 'indie']","['Children', 'Sci-Fi', 'Comedy']"
582,relaxed,"['Thriller', 'Religion', 'Travel']","['metal', 'world-music', 'blues']","['Animation', 'Children', 'Western']"
583,happy,"['Historical Fiction', 'Poetry', 'Paranormal']","['dance', 'indie', 'electro']","['Horror', 'Children', 'Sci-Fi']"
583,sad,"['Humor', 'Self Help', ""Children's""]","['alternative', 'new-age', 'rock']","['Western', 'Sci-Fi', 'Fantasy']"
583,stressed,"['Psychology', 'Science', 'Self Help']","['world-music', 'rock', 'alternative']","['Adventure', 'Comedy', 'Western']"
583,relaxed,"['Young Adult', 'History', 'Science Fiction']","['folk', 'blues', 'metal']","['Sci-Fi', 'Adventure', 'Romance']"
584,happy,"['Romance', 'Poetry', 'Psychology']","['world-music', 'metal', 'rock']","['Children', 'Romance', 'Western']"
584,sad,"['Self Help', 'Comics', 'Fiction']","['dance', 'alternative', 'new-age']","['Romance', 'Adventure', 'Animation']"
584,stressed,"['Psychology', 'Religion', 'Horror']","['blues', 'electro', 'new-age']","['Western', 'Animation', 'Comedy']"
584,relaxed,"['Mystery', 'Horror', 'Romance']","['world-music', 'dance', 'indie']","['Fantasy', 'Animation', 'Western']"
585,happy,"['Art', 'Romance', 'Horror']","['electronic', 'electro', 'soul']","['Western', 'Horror', 'Sci-Fi']"
585,sad,"['Art', ""Children's"", 'Spirituality']","['world-music', 'electro', 'soul']","['Horror', 'Fantasy', 'Animation']"
585,stressed,"['Poetry', 'Graphic Novels', 'Romance']","['metal', 'blues', 'dance']","['Children', 'Western', 'Horror']"
585,relaxed,"['Mystery', 'Religion', 'Crime']","['metal', 'new-age', 'alternative']","['Animation', 'Adventure', 'Sci-Fi']"
586,happy,"[""Children's"", 'Religion', 'Historical Fiction']","['indie', 'electro', 'new-age']","['Fantasy', 'Romance', 'Children']"
586,sad,"['Religion', 'Chick Lit', 'Thriller']","['electro', 'pop', 'soul']","['Fantasy', 'Sci-Fi', 'Animation']"
586,stressed,"['Young Adult', 'Self Help', 'Business']","['indie', 'metal', 'blues']","['Horror', 'Animation', 'Comedy']"
586,relaxed,"['Sports', 'Self Help', 'Poetry']","['electro', 'new-age', 'soul']","['Western', 'Children', 'Fantasy']"
587,happy,"['Poetry', 'Art', 'Comics']","['folk', 'dance', 'metal']","['Sci-Fi', 'Fantasy', 'Comedy']"
587,sad,"['Travel', 'Fiction', 'Nonfiction']","['soul', 'blues', 'electro']","['Fantasy', 'Adventure', 'Comedy']"
587,stressed,"['Art', 'Biography', 'Memoir']","['dance', 'rock', 'new-age']","['Comedy', 'Romance', 'Horror']"
587,relaxed,"['Horror', 'Religion', 'Business']","['dance', 'new-age', 'folk']","['Western', 'Children', 'Sci-Fi']"
588,happy,"['Self Help', 'Poetry', 'Horror']","['rock', 'folk', 'blues']","['Adventure', 'Animation', 'Fantasy']"
588,sad,"['Classics', 'Philosophy', 'Romance']","['blues', 'pop', 'new-age']","['Horror', 'Romance', 'Adventure']"
588,stressed,"['Sports', 'Philosophy', 'Humor']","['electronic', 'world-music', 'indie']","['Romance', 'Sci-Fi', 'Comedy']"
588,relaxed,"['Nonfiction', 'Spirituality', 'Music']","['world-music', 'folk', 'pop']","['Animation', 'Children', 'Horror']"
589,happy,"['LGBT', 'Thriller', 'Biography']","['dance', 'indie', 'new-age']","['Animation', 'Horror', 'Adventure']"
589,sad,"['Graphic Novels', 'Nonfiction', 'Travel']","['electronic', 'dance', 'pop']","['Sci-Fi', 'Adventure', 'Comedy']"
589,stressed,"['Art', 'Thriller', 'Romance']","['electronic', 'world-music', 'dance']","['Romance', 'Children', 'Sci-Fi']"
589,relaxed,"['Business', 'Poetry', 'Psychology']","['electro', 'alternative', 'metal']","['Western', 'Romance', 'Children']"
590,happy,"['Humor', 'Comics', 'Self Help']","['indie', 'world-music', 'dance']","['Comedy', 'Children', 'Fantasy']"
590,sad,"['Science', 'Spirituality', 'Mystery']","['dance', 'electronic', 'electro']","['Horror', 'Sci-Fi', 'Western']"
590,stressed,"['Philosophy', 'Young Adult', 'Romance']","['blues', 'world-music', 'alternative']","['Sci-Fi', 'Western', 'Adventure']"
590,relaxed,"['Psychology', 'Religion', 'Nonfiction']","['folk', 'new-age', 'world-music']","['Comedy', 'Western', 'Romance']"
591,happy,"['Religion', 'Science', 'Art']","['blues', 'electronic', 'indie']","['Comedy', 'Western', 'Fantasy']"
591,sad,"['Graphic Novels', 'Religion', 'Humor']","['soul', 'pop', 'alternative']","['Animation', 'Comedy', 'Fantasy']"
591,stressed,"['Poetry', 'Young Adult', 'Thriller']","['soul', 'alternative', 'folk']","['Children', 'Comedy', 'Animation']"
591,relaxed,"['History', 'Crime', 'Spirituality']","['soul', 'dance', 'world-music']","['Western', 'Children', 'Adventure']"
592,happy,"['Self Help', 'Psychology', 'Comics']","['metal', 'pop', 'indie']","['Adventure', 'Sci-Fi', 'Fantasy']"
592,sad,"['Romance', 'Religion', 'Biography']","['electronic', 'alternative', 'pop']","['Romance', 'Adventure', 'Sci-Fi']"
592,stressed,"['Mystery', 'Biography', 'Crime']","['electronic', 'blues', 'world-music']","['Children', 'Sci-Fi', 'Western']"
592,relaxed,"['Paranormal', 'Poetry', 'Science']","['dance', 'metal', 'pop']","['Comedy', 'Romance', 'Horror']"
593,happy,"['Spirituality', 'Sports', 'Comics']","['alternative', 'electro', 'blues']","['Animation', 'Fantasy', 'Children']"
593,sad,"['Sports', 'Philosophy', 'Graphic Novels']","['electro', 'dance', 'world-music']","['Fantasy', 'Comedy', 'Horror']"
593,stressed,"['Romance', 'Self Help', 'Religion']","['electro', 'blues', 'new-age']","['Adventure', 'Fantasy', 'Sci-Fi']"
593,relaxed,"['Spirituality', 'Memoir', 'Fiction']","['folk', 'world-music', 'soul']","['Horror', 'Adventure', 'Sci-Fi']"
594,happy,"['Paranormal', 'Music', 'Psychology']","['new-age', 'metal', 'rock']","['Romance', 'Sci-Fi', 'Comedy']"
594,sad,"['Psychology', 'Horror', 'Art']","['electronic', 'indie', 'world-music']","['Animation', 'Children', 'Western']"
594,stressed,"['Nonfiction', 'Memoir', 'Comics']","['blues', 'electronic', 'indie']","['Horror', 'Fantasy', 'Children']"
594,relaxed,"['Thriller', ""Children's"", 'Horror']","['metal', 'rock', 'dance']","['Animation', 'Children', 'Sci-Fi']"
595,happy,"['Philosophy', 'Fiction', 'Biography']","['alternative', 'metal', 'pop']","['Romance', 'Horror', 'Animation']"
595,sad,"['Travel', 'Memoir', 'Romance']","['rock', 'dance', 'electro']","['Romance', 'Horror', 'Sci-Fi']"
595,stressed,"['Psychology', 'Science Fiction', 'Crime']","['new-age', 'pop', 'rock']","['Adventure', 'Horror', 'Romance']"
595,relaxed,"['Classics', 'Self Help', 'Religion']","['pop', 'electro', 'electronic']","['Comedy', 'Sci-Fi', 'Western']"
596,happy,"['Young Adult', 'Biography', 'Humor']","['folk', 'electro', 'soul']","['Horror', 'Fantasy', 'Romance']"
596,sad,"['Self Help', 'Music', 'Memoir']","['world-music', 'electronic', 'new-age']","['Fantasy', 'Animation', 'Horror']"
596,stressed,"['Business', 'Paranormal', 'Psychology']","['folk', 'pop', 'dance']","['Children', 'Animation', 'Adventure']"
596,relaxed,"['Art', 'Biography', 'Fiction']","['electronic', 'blues', 'alternative']","['Horror', 'Western', 'Comedy']"
597,happy,"['LGBT', 'Mystery', 'Religion']","['soul', 'alternative', 'new-age']","['Fantasy', 'Comedy', 'Western']"
597,sad,"['Horror', 'Science', 'Self Help']","['folk', 'soul', 'metal']","['Animation', 'Adventure', 'Romance']"
597,stressed,"['History', 'Poetry', 'Thriller']","['indie', 'electro', 'folk']","['Western', 'Adventure', 'Fantasy']"
597,relaxed,"['Crime', ""Children's"", 'Memoir']","['soul', 'electronic', 'folk']","['Romance', 'Western', 'Horror']"
598,happy,"['Religion', 'Biography', 'Art']","['electronic', 'alternative', 'pop']","['Adventure', 'Fantasy', 'Comedy']"
598,sad,"['Horror', 'LGBT', 'Romance']","['alternative', 'folk', 'pop']","['Sci-Fi', 'Fantasy', 'Animation']"
598,stressed,"['Art', 'Music', 'Religion']","['dance', 'alternative', 'pop']","['Fantasy', 'Animation', 'Horror']"
598,relaxed,"['Business', 'Science', 'Paranormal']","['new-age', 'folk', 'indie']","['Animation', 'Western', 'Adventure']"
599,happy,"['Religion', 'Graphic Novels', 'Fiction']","['world-music', 'indie', 'alternative']","['Romance', 'Fantasy', 'Animation']"
599,sad,"['Science Fiction', 'Humor', 'Sports']","['new-age', 'pop', 'rock']","['Western', 'Romance', 'Adventure']"
599,stressed,"['Memoir', 'Music', 'Business']","['dance', 'indie', 'soul']","['Children', 'Sci-Fi', 'Comedy']"
599,relaxed,"['Music', 'Historical Fiction', 'Travel']","['electronic', 'dance', 'pop']","['Comedy', 'Adventure', 'Western']"
600,happy,"['Business', 'Self Help', 'LGBT']","['new-age', 'alternative', 'blues']","['Animation', 'Horror', 'Sci-Fi']"
600,sad,"['Philosophy', 'Thriller', 'Business']","['world-music', 'indie', 'folk']","['Horror', 'Children', 'Adventure']"
600,stressed,"['Comics', 'Classics', 'Philosophy']","['folk', 'blues', 'electro']","['Adventure', 'Sci-Fi', 'Animation']"
600,relaxed,"['Music', 'Mystery', 'Young Adult']","['dance', 'electronic', 'blues']","['Animation', 'Western', 'Comedy']"
601,happy,"['Horror', 'Humor', 'Fiction']","['metal', 'soul', 'new-age']","['Animation', 'Horror', 'Children']"
601,sad,"['Romance', 'Poetry', 'History']","['electronic', 'rock', 'soul']","['Adventure', 'Fantasy', 'Western']"
601,stressed,"['Thriller', 'Travel', 'Graphic Novels']","['metal', 'blues', 'electro']","['Adventure', 'Animation', 'Horror']"
601,relaxed,"['Science Fiction', 'Classics', 'Biography']","['metal', 'folk', 'alternative']","['Children', 'Western', 'Animation']"
602,happy,"['Business', 'LGBT', 'Memoir']","['new-age', 'folk', 'world-music']","['Romance', 'Animation', 'Horror']"
602,sad,"['Crime', 'Horror', 'Sports']","['folk', 'metal', 'alternative']","['Horror', 'Romance', 'Comedy']"
602,stressed,"['Humor', 'Comics', 'Poetry']","['electronic', 'indie', 'dance']","['Children', 'Horror', 'Adventure']"
602,relaxed,"['Horror', 'Poetry', 'Paranormal']","['soul', 'new-age', 'metal']","['Comedy', 'Animation', 'Adventure']"
603,happy,"['Business', 'Art', 'Thriller']","['pop', 'folk', 'world-music']","['Western', 'Romance', 'Fantasy']"
603,sad,"['Sports', 'Horror', 'Business']","['electronic', 'blues', 'rock']","['Animation', 'Romance', 'Adventure']"
603,stressed,"['Music', 'Memoir', 'Young Adult']","['world-music', 'alternative', 'metal']","['Comedy', 'Animation', 'Romance']"
603,relaxed,"['Horror', 'Historical Fiction', 'Sports']","['new-age', 'blues', 'electronic']","['Animation', 'Comedy', 'Sci-Fi']"
604,happy,"['Paranormal', 'Travel', ""Children's""]","['dance', 'rock', 'world-music']","['Western', 'Horror', 'Comedy']"
604,sad,"['Philosophy', 'Mystery', 'Nonfiction']","['electronic', 'pop', 'indie']","['Children', 'Fantasy', 'Sci-Fi']"
604,stressed,"['Biography', ""Children's"", 'Music']","['electronic', 'dance', 'blues']","['Comedy', 'Horror', 'Sci-Fi']"
604,relaxed,"['Crime', 'Young Adult', 'Spirituality']","['alternative', 'blues', 'soul']","['Animation', 'Fantasy', 'Horror']"
605,happy,"['Sports', 'Religion', 'Crime']","['metal', 'rock', 'electro']","['Adventure', 'Romance', 'Animation']"
605,sad,"['Memoir', 'Historical Fiction', 'Psychology']","['new-age', 'pop', 'electronic']","['Comedy', 'Sci-Fi', 'Western']"
605,stressed,"['Science Fiction', 'Self Help', 'Travel']","['indie', 'soul', 'alternative']","['Children', 'Fantasy', 'Romance']"
605,relaxed,"['Chick Lit', 'Memoir', 'Religion']","['soul', 'world-music', 'indie']","['Romance', 'Animation', 'Adventure']"
606,happy,"['Poetry', 'Religion', 'Science Fiction']","['new-age', 'dance', 'electronic']","['Sci-Fi', 'Horror', 'Children']"
606,sad,"['Spirituality', 'Classics', ""Children's""]","['pop', 'new-age', 'metal']","['Sci-Fi', 'Western', 'Animation']"
606,stressed,"['Graphic Novels', 'Sports', 'History']","['metal', 'pop', 'world-music']","['Comedy', 'Adventure', 'Fantasy']"
606,relaxed,"['Biography', 'Science Fiction', 'Religion']","['folk', 'blues', 'alternative']","['Horror', 'Children', 'Romance']"
607,happy,"['Horror', 'Humor', 'Art']","['indie', 'blues', 'pop']","['Sci-Fi', 'Children', 'Western']"
607,sad,"['Psychology', 'Sports', 'Historical Fiction']","['folk', 'electronic', 'metal']","['Horror', 'Romance', 'Western']"
607,stressed,"['Science Fiction', 'Comics', 'Chick Lit']","['world-music', 'pop', 'alternative']","['Western', 'Sci-Fi', 'Fantasy']"
607,relaxed,"['Mystery', 'LGBT', 'Nonfiction']","['electronic', 'blues', 'folk']","['Horror', 'Children', 'Fantasy']"
608,happy,"['Paranormal', 'Classics', 'Philosophy']","['dance', 'folk', 'blues']","['Western', 'Comedy', 'Animation']"
608,sad,"['Science', 'Self Help', 'Nonfiction']","['folk', 'new-age', 'alternative']","['Western', 'Sci-Fi', 'Horror']"
608,stressed,"['Young Adult', 'LGBT', 'Science Fiction']","['blues', 'alternative', 'new-age']","['Comedy', 'Western', 'Sci-Fi']"
608,relaxed,"['Religion', 'Philosophy', 'Spirituality']","['metal', 'world-music', 'folk']","['Animation', 'Sci-Fi', 'Adventure']"
609,happy,"['Graphic Novels', 'Poetry', 'Chick Lit']","['folk', 'soul', 'world-music']","['Children', 'Romance', 'Western']"
609,sad,"[""Children's"", 'Science Fiction', 'Psychology']","['alternative', 'indie', 'pop']","['Adventure', 'Fantasy', 'Animation']"
609,stressed,"['Biography', 'Historical Fiction', 'Poetry']","['metal', 'electronic', 'folk']","['Adventure', 'Horror', 'Sci-Fi']"
609,relaxed,"['Nonfiction', 'Crime', 'Young Adult']","['indie', 'electronic', 'soul']","['Fantasy', 'Horror', 'Western']"
610,happy,"['Paranormal', 'Science Fiction', 'Art']","['alternative', 'electro', 'world-music']","['Western', 'Sci-Fi', 'Romance']"
610,sad,"['Romance', 'Music', 'Memoir']","['blues', 'soul', 'electro']","['Horror', 'Western', 'Adventure']"
610,stressed,"['Sports', 'Horror', 'Paranormal']","['new-age', 'folk', 'metal']","['Sci-Fi', 'Romance', 'Western']"
610,relaxed,"['Art', 'Historical Fiction', 'Thriller']","['pop', 'folk', 'metal']","['Animation', 'Romance', 'Adventure']"
611,happy,"['Art', 'Business', 'History']","['world-music', 'metal', 'dance']","['Comedy', 'Horror', 'Romance']"
611,sad,"['Thriller', 'Mystery', 'Science Fiction']","['new-age', 'rock', 'dance']","['Western', 'Animation', 'Adventure']"
611,stressed,"['Graphic Novels', 'Psychology', 'History']","['soul', 'world-music', 'folk']","['Fantasy', 'Children', 'Animation']"
611,relaxed,"['Science', 'Humor', 'Young Adult']","['metal', 'soul', 'electro']","['Animation', 'Adventure', 'Fantasy']"
612,happy,"['History', 'Comics', 'Science']","['alternative', 'new-age', 'dance']","['Comedy', 'Adventure', 'Sci-Fi']"
612,sad,"['Music', 'Horror', 'Spirituality']","['folk', 'indie', 'soul']","['Animation', 'Western', 'Comedy']"
612,stressed,"['Spirituality', 'Romance', 'Psychology']","['new-age', 'folk', 'soul']","['Adventure', 'Fantasy', 'Horror']"
612,relaxed,"['Business', 'Travel', 'Chick Lit']","['electronic', 'electro', 'alternative']","['Horror', 'Western', 'Fantasy']"
613,happy,"['Art', 'Mystery', 'Poetry']","['electro', 'new-age', 'alternative']","['Romance', 'Children', 'Animation']"
613,sad,"['Religion', 'Music', 'Chick Lit']","['electro', 'alternative', 'electronic']","['Children', 'Western', 'Animation']"
613,stressed,"['Horror', 'Science', 'Mystery']","['dance', 'soul', 'indie']","['Comedy', 'Adventure', 'Horror']"
613,relaxed,"['Poetry', 'Nonfiction', 'Business']","['pop', 'folk', 'new-age']","['Sci-Fi', 'Comedy', 'Fantasy']"
614,happy,"['Poetry', 'Music', 'Business']","['metal', 'blues', 'electronic']","['Animation', 'Comedy', 'Adventure']"
614,sad,"['Sports', 'Historical Fiction', 'Religion']","['dance', 'blues', 'electronic']","['Children', 'Animation', 'Comedy']"
614,stressed,"['Memoir', 'Music', 'Comics']","['new-age', 'dance', 'electro']","['Comedy', 'Horror', 'Adventure']"
614,relaxed,"['Memoir', 'Historical Fiction', 'Self Help']","['soul', 'alternative', 'electronic']","['Fantasy', 'Comedy', 'Western']"
615,happy,"['Self Help', 'Crime', 'Historical Fiction']","['new-age', 'pop', 'folk']","['Adventure', 'Comedy', 'Horror']"
615,sad,"['Biography', 'Poetry', 'Religion']","['metal', 'indie', 'new-age']","['Romance', 'Fantasy', 'Adventure']"
615,stressed,"['Mystery', 'Horror', 'Sports']","['blues', 'electro', 'folk']","['Sci-Fi', 'Western', 'Comedy']"
615,relaxed,"['Crime', 'Comics', 'Horror']","['indie', 'rock', 'dance']","['Adventure', 'Sci-Fi', 'Horror']"
616,happy,"['Thriller', 'Philosophy', 'Sports']","['soul', 'electronic', 'dance']","['Children', 'Romance', 'Sci-Fi']"
616,sad,"['Sports', 'Art', 'Memoir']","['rock', 'folk', 'indie']","['Fantasy', 'Animation', 'Western']"
616,stressed,"['Sports', 'Crime', 'Paranormal']","['blues', 'pop', 'indie']","['Horror', 'Western', 'Children']"
616,relaxed,"['Memoir', 'Science Fiction', 'Poetry']","['pop', 'rock', 'world-music']","['Children', 'Western', 'Fantasy']"
617,happy,"['History', 'Comics', 'Religion']","['world-music', 'folk', 'indie']","['Romance', 'Fantasy', 'Adventure']"
617,sad,"['Art', 'Romance', 'Religion']","['indie', 'electronic', 'alternative']","['Comedy', 'Sci-Fi', 'Romance']"
617,stressed,"['Historical Fiction', 'Paranormal', 'Classics']","['metal', 'electro', 'alternative']","['Fantasy', 'Romance', 'Animation']"
617,relaxed,"['Comics', 'Humor', 'Religion']","['alternative', 'blues', 'pop']","['Fantasy', 'Adventure', 'Horror']"
618,happy,"['Biography', 'Science', 'Poetry']","['alternative', 'blues', 'folk']","['Romance', 'Comedy', 'Animation']"
618,sad,"['Classics', 'Comics', 'Humor']","['blues', 'folk', 'alternative']","['Romance', 'Adventure', 'Comedy']"
618,stressed,"['Humor', 'Science Fiction', 'Nonfiction']","['electronic', 'indie', 'dance']","['Children', 'Sci-Fi', 'Fantasy']"
618,relaxed,"['Fiction', 'Science', 'Travel']","['pop', 'rock', 'world-music']","['Sci-Fi', 'Comedy', 'Children']"
619,happy,"['Sports', 'LGBT', 'Paranormal']","['soul', 'folk', 'indie']","['Horror', 'Comedy', 'Sci-Fi']"
619,sad,"['Poetry', 'Romance', 'LGBT']","['indie', 'world-music', 'folk']","['Comedy', 'Adventure', 'Horror']"
619,stressed,"['Graphic Novels', 'Thriller', 'Religion']","['rock', 'electro', 'blues']","['Comedy', 'Sci-Fi', 'Romance']"
619,relaxed,"['Thriller', 'Historical Fiction', 'Art']","['folk', 'dance', 'alternative']","['Comedy', 'Children', 'Fantasy']"
620,happy,"['Comics', 'Humor', 'Travel']","['world-music', 'soul', 'dance']","['Adventure', 'Fantasy', 'Western']"
620,sad,"['Crime', 'Science Fiction', 'Nonfiction']","['pop', 'new-age', 'alternative']","['Adventure', 'Sci-Fi', 'Western']"
620,stressed,"['Historical Fiction', 'Memoir', 'Thriller']","['electro', 'electronic', 'world-music']","['Adventure', 'Horror', 'Sci-Fi']"
620,relaxed,"['Graphic Novels', 'Fiction', 'Horror']","['rock', 'metal', 'electro']","['Romance', 'Fantasy', 'Children']"
621,happy,"['Comics', 'Self Help', 'Romance']","['electro', 'metal', 'indie']","['Horror', 'Animation', 'Fantasy']"
621,sad,"['Chick Lit', 'Business', 'Romance']","['indie', 'blues', 'pop']","['Sci-Fi', 'Fantasy', 'Romance']"
621,stressed,"['LGBT', 'Romance', 'Paranormal']","['rock', 'world-music', 'electronic']","['Fantasy', 'Horror', 'Animation']"
621,relaxed,"['Graphic Novels', 'Business', 'Poetry']","['electro', 'indie', 'new-age']","['Children', 'Horror', 'Comedy']"
622,happy,"['Historical Fiction', 'Business', 'Crime']","['blues', 'alternative', 'folk']","['Sci-Fi', 'Romance', 'Western']"
622,sad,"['Classics', 'Science Fiction', 'History']","['electro', 'world-music', 'pop']","['Western', 'Comedy', 'Romance']"
622,stressed,"['Young Adult', 'Humor', 'LGBT']","['electronic', 'new-age', 'electro']","['Horror', 'Comedy', 'Children']"
622,relaxed,"['Romance', 'Chick Lit', 'Self Help']","['blues', 'electro', 'electronic']","['Sci-Fi', 'Adventure', 'Romance']"
623,happy,"['Mystery', 'Young Adult', 'Art']","['blues', 'folk', 'metal']","['Sci-Fi', 'Comedy', 'Animation']"
623,sad,"['Graphic Novels', 'Thriller', 'Religion']","['soul', 'folk', 'dance']","['Sci-Fi', 'Romance', 'Fantasy']"
623,stressed,"['LGBT', 'History', 'Poetry']","['folk', 'indie', 'rock']","['Children', 'Adventure', 'Fantasy']"
623,relaxed,"['Poetry', 'Graphic Novels', 'Spirituality']","['blues', 'indie', 'pop']","['Comedy', 'Children', 'Sci-Fi']"
624,happy,"['Crime', 'Thriller', 'Horror']","['electronic', 'rock', 'alternative']","['Comedy', 'Adventure', 'Western']"
624,sad,"['Spirituality', 'Self Help', 'Graphic Novels']","['blues', 'new-age', 'soul']","['Romance', 'Adventure', 'Western']"
624,stressed,"['Music', 'Nonfiction', 'Memoir']","['metal', 'pop', 'dance']","['Fantasy', 'Romance', 'Western']"
624,relaxed,"['Nonfiction', 'Sports', 'Philosophy']","['world-music', 'alternative', 'folk']","['Adventure', 'Children', 'Western']"
625,happy,"['Nonfiction', 'Mystery', 'Biography']","['world-music', 'blues', 'indie']","['Romance', 'Western', 'Horror']"
625,sad,"['Business', 'Science', 'Young Adult']","['pop', 'metal', 'world-music']","['Sci-Fi', 'Romance', 'Animation']"
625,stressed,"['Science', 'Psychology', 'Fiction']","['blues', 'electronic', 'pop']","['Western', 'Sci-Fi', 'Children']"
625,relaxed,"['Horror', 'Mystery', 'Humor']","['alternative', 'world-music', 'pop']","['Comedy', 'Romance', 'Children']"
626,happy,"['Humor', 'Business', 'Philosophy']","['electronic', 'rock', 'indie']","['Adventure', 'Sci-Fi', 'Comedy']"
626,sad,"['Science Fiction', 'Young Adult', 'Thriller']","['soul', 'alternative', 'metal']","['Comedy', 'Adventure', 'Sci-Fi']"
626,stressed,"['Horror', 'Business', 'Romance']","['alternative', 'new-age', 'indie']","['Children', 'Animation', 'Western']"
626,relaxed,"['Romance', 'Poetry', 'History']","['alternative', 'world-music', 'dance']","['Horror', 'Western', 'Animation']"
627,happy,"['Mystery', 'Poetry', 'Science Fiction']","['dance', 'rock', 'folk']","['Adventure', 'Comedy', 'Fantasy']"
627,sad,"['Business', 'Science Fiction', 'Mystery']","['folk', 'soul', 'electronic']","['Adventure', 'Sci-Fi', 'Children']"
627,stressed,"['LGBT', 'Science', 'Crime']","['metal', 'rock', 'soul']","['Western', 'Adventure', 'Romance']"
627,relaxed,"['Classics', 'Philosophy', 'Romance']","['electro', 'metal', 'alternative']","['Sci-Fi', 'Animation', 'Comedy']"
628,happy,"['Science', 'Poetry', 'Memoir']","['electro', 'blues', 'indie']","['Sci-Fi', 'Horror', 'Western']"
628,sad,"['Classics', 'Crime', 'Comics']","['metal', 'pop', 'alternative']","['Fantasy', 'Children', 'Adventure']"
628,stressed,"['Memoir', 'Thriller', 'Humor']","['electro', 'electronic', 'indie']","['Comedy', 'Western', 'Romance']"
628,relaxed,"['Art', 'Nonfiction', ""Children's""]","['indie', 'folk', 'electronic']","['Romance', 'Sci-Fi', 'Comedy']"
629,happy,"['Young Adult', 'LGBT', 'Horror']","['alternative', 'electronic', 'soul']","['Comedy', 'Horror', 'Sci-Fi']"
629,sad,"['Travel', 'Memoir', 'Young Adult']","['world-music', 'alternative', 'pop']","['Adventure', 'Western', 'Children']"
629,stressed,"['Poetry', ""Children's"", 'Travel']","['dance', 'world-music', 'rock']","['Animation', 'Romance', 'Sci-Fi']"
629,relaxed,"['Crime', 'Science Fiction', 'Religion']","['electro', 'world-music', 'pop']","['Comedy', 'Adventure', 'Western']"
630,happy,"['Philosophy', 'Paranormal', 'Science Fiction']","['blues', 'indie', 'world-music']","['Western', 'Romance', 'Sci-Fi']"
630,sad,"['Historical Fiction', 'Sports', 'Mystery']","['metal', 'folk', 'electronic']","['Comedy', 'Horror', 'Fantasy']"
630,stressed,"['Spirituality', 'Psychology', 'Humor']","['metal', 'indie', 'world-music']","['Horror', 'Fantasy', 'Sci-Fi']"
630,relaxed,"['Business', 'Science', 'Science Fiction']","['alternative', 'world-music', 'metal']","['Romance', 'Adventure', 'Children']"
631,happy,"['LGBT', 'Historical Fiction', 'Philosophy']","['new-age', 'alternative', 'pop']","['Fantasy', 'Horror', 'Adventure']"
